,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,1484,1506,1510,1585,1589,1615,CSA-3-S-055,CSA-3-S-090,CSA-3-S-30,CSA-3-S-31
ENSG00000100784,900.8408172,0.923626558,0.307583662,3.002846617,0.002674672,0.020634568,RPS6KA5,1399.761235,922.6406113,1085.518339,955.2676708,1551.302875,638.78186,345.6918379,1007.87502,531.4991217,570.0696017
ENSG00000240038,398.5112968,0.92368045,0.345453818,2.673817459,0.007499326,0.041627188,AMY2B,564.1403603,717.736555,391.4703931,410.9872537,526.0640415,266.785365,144.5199991,476.6155966,188.6300804,298.1633229
ENSG00000183426,268.9655785,0.923977558,0.330025932,2.79971199,0.005114822,0.032221649,NPIPA1,272.4432116,380.0455124,562.418163,221.1454756,345.4234401,186.9376325,151.4569591,288.3979725,101.0890486,180.2983694
ENSG00000118094,967.3303203,0.924954643,0.334450454,2.765595419,0.005681898,0.034475347,TREH,994.465857,1773.164153,1926.581367,849.2390181,906.6503468,658.5089468,839.3721549,866.2058401,465.8433478,393.2721715
ENSG00000053702,210.8710479,0.925848673,0.351802084,2.63173163,0.008495094,0.045403629,NRIP2,264.7416367,262.1398263,381.2135269,189.8417781,277.8555816,290.2699922,110.9913593,108.27573,146.9438748,76.4371728
ENSG00000103150,502.9351939,0.928618163,0.304587939,3.048768659,0.002297814,0.018638863,MLYCD,691.2163459,673.0926544,959.0169893,431.1831875,561.2269067,436.814066,484.4310371,239.8256824,316.8151627,235.729907
ENSG00000139835,99.86637823,0.92891457,0.251461144,3.694068022,0.000220695,0.003847316,GRTP1,99.15777665,180.865033,184.6235915,101.9894659,95.83604426,89.24158338,57.80799965,64.76305346,62.52930844,61.84992608
ENSG00000260630,108.5575255,0.929669718,0.321767556,2.889258719,0.003861512,0.026658564,SNAI3-AS1,92.41889862,164.8390174,220.5226232,91.89149899,146.8566721,123.9988316,61.27647963,79.94189412,48.98129161,54.84804766
ENSG00000126822,1127.873119,0.930137396,0.278803082,3.336180465,0.00084938,0.009440723,PLEKHG3,1036.824519,1904.806423,2935.17321,853.2782049,866.661206,1332.98744,659.011196,551.4978772,510.6560189,627.8350987
ENSG00000153291,566.3762833,0.930519941,0.280564269,3.316601731,0.000911194,0.009895335,SLC25A27,813.4788472,802.4454945,569.2560738,674.5441904,856.3191869,460.2986932,205.7964788,490.7825145,436.6630039,354.1783503
ENSG00000144031,43.90838041,0.931612071,0.346569933,2.688092597,0.007186147,0.040419459,ANKRD53,51.98563047,45.78861595,105.9876174,36.35268092,48.2627561,42.27232897,24.27935985,18.21460879,29.18034394,36.75986173
ENSG00000242950,181.4377261,0.932020106,0.294367807,3.166175392,0.001544576,0.01423302,ERVW-1,265.7043335,216.3512103,299.1585974,183.782998,222.698146,191.634558,78.61887952,153.812252,101.0890486,101.5272372
ENSG00000182580,193.7877422,0.932360847,0.318827883,2.924339109,0.003451885,0.024670507,EPHB3,244.5250026,222.0747873,400.0177816,263.5569367,133.7567812,183.1800922,65.9011196,146.728793,99.00473836,179.1313897
ENSG00000175787,155.7642057,0.932682223,0.289071182,3.226479431,0.001253232,0.012348084,ZNF169,199.2782502,201.4699102,215.3941901,177.7242178,225.4560178,175.6650115,102.8982394,94.10881207,97.96258322,67.68482477
ENSG00000142102,801.2300624,0.933758248,0.337722288,2.764870073,0.005694547,0.03453858,PGGHG,421.661225,1710.204806,2206.93571,566.4959443,650.8577395,938.4457031,331.817918,417.9240794,423.1149871,344.8425124
ENSG00000238228,52.47433812,0.93978488,0.329217013,2.854606058,0.004309024,0.028659529,OR7E7P,64.50068966,68.68292392,114.5350058,45.44085115,54.4679676,51.66617985,26.59167984,35.41729486,35.43327478,28.0075137
ENSG00000215769,117.8518634,0.940570597,0.358138295,2.626277645,0.008632437,0.04596052,ARHGAP27P1-BPTFP1-KPNA2P3,171.3600412,257.5609647,179.4951584,104.0090593,73.0836021,125.8776018,82.0873595,70.83458973,64.61361872,49.59663884
ENSG00000151623,853.4422143,0.940926982,0.294918637,3.190462945,0.001420451,0.013455237,NR3C2,1281.349522,967.2845119,1285.52723,820.9647107,1250.694851,757.1443811,319.1001581,807.5143229,517.9511049,526.8913514
ENSG00000282164,139.1779333,0.940967407,0.340869064,2.760495177,0.005771381,0.03483892,PEG13,115.5236233,302.2048652,297.4491197,99.96987252,132.3778453,126.8169869,104.0543994,73.87035786,82.33025611,57.18200713
ENSG00000224596,86.78155772,0.942037844,0.325830186,2.891192668,0.003837828,0.026544232,ZMIZ1-AS1,76.05305199,196.8910486,128.2108274,79.77393868,97.21498015,49.78740967,54.33951967,67.7988216,30.22249908,87.52348031
ENSG00000228939,110.1113516,0.942430778,0.299723145,3.14433768,0.001664632,0.015018974,AKT3-IT1,150.1807103,127.0634093,179.4951584,83.81312545,182.7090053,75.15080705,70.52575957,76.90612599,96.92042808,58.34898687
ENSG00000254860,165.9806729,0.942906878,0.339354711,2.778528916,0.005460565,0.033562773,TMEM9B-AS1,236.8234277,89.28780109,311.1249413,204.9887285,248.8979279,138.089608,113.3036793,80.95381683,116.7213757,119.6154231
ENSG00000086570,165.5745001,0.945604675,0.28512333,3.316475985,0.000911604,0.009896184,FAT2,217.5694905,282.7447035,307.7059859,157.528284,120.6568903,207.6041045,77.46271953,68.81074431,104.2155141,111.4465649
ENSG00000276600,297.7112589,0.946777527,0.316712269,2.989393272,0.002795321,0.021349863,RAB7B,382.1906537,540.3056682,405.1462147,322.1251448,300.6080237,172.8468562,90.18047945,232.7422234,165.7026674,365.2646578
ENSG00000061938,827.9372522,0.946786928,0.340208079,2.78296427,0.005386474,0.033282207,TNK2,557.4014823,2212.734866,1552.205751,521.0550931,864.5928022,708.2963565,507.5542369,564.6528724,416.8620562,374.0170058
ENSG00000285781,266.7672242,0.948778746,0.311336733,3.047435925,0.002308027,0.018681832,LOC100505502,345.608173,432.7024207,365.8282276,270.6255135,344.7339722,281.8155265,161.862399,188.2176241,187.5879253,88.69046004
ENSG00000164161,235.691668,0.948820671,0.287530156,3.299899686,0.000967194,0.010308206,HHIP,457.2810088,143.0894248,188.0425469,238.3120193,539.8534004,92.99912373,151.4569591,244.8852959,205.3045627,95.69233847
ENSG00000005102,456.4637075,0.949115305,0.353279729,2.686582975,0.007218702,0.040563524,MEOX1,533.3340608,1005.06012,459.8495011,576.5939112,446.08576,407.6931283,374.5958377,396.6737025,140.690944,224.0601096
ENSG00000187266,239.5474198,0.950121535,0.327006455,2.90551309,0.003666515,0.025838964,EPOR,196.3901596,663.9349312,405.1462147,160.5576741,219.9402742,135.2714527,134.1145592,174.0507062,138.6066337,167.4615923
ENSG00000224957,77.66401458,0.950309544,0.361575254,2.628248292,0.008582585,0.045746371,LINC01266,113.5982296,80.13007791,111.1160504,104.0090593,103.4201917,57.30249038,28.90399983,33.39344944,96.92042808,47.84616923
ENSG00000139880,164.8009883,0.950463298,0.364428181,2.608094949,0.00910477,0.047666523,CDH24,176.1735255,204.9040564,447.8831572,143.3911303,138.5830568,169.0893159,105.2105594,99.16842562,105.2576692,58.34898687
ENSG00000230782,59.38639645,0.952338297,0.366820031,2.596200362,0.009426108,0.048807897,LOC340512,68.35147711,58.38048533,117.9539612,78.76414199,66.18892266,74.21142197,27.74783983,45.53652197,28.1381888,28.59100357
ENSG00000281358,77.18182948,0.952594361,0.305091791,3.12232052,0.001794315,0.015825007,RASSF1-AS1,56.79911478,131.6422708,157.2719483,68.66617507,100.6623199,72.33265179,53.18335968,40.47690842,45.85482619,44.92871989
ENSG00000164708,159.1877403,0.952960894,0.298159274,3.196147084,0.001392761,0.013273083,PGAM2,209.8679156,252.9821031,249.5837441,152.4793005,186.156345,174.7256264,105.2105594,115.359189,76.07732526,69.43529438
ENSG00000237440,343.4944545,0.953053763,0.283492846,3.361826501,0.000774288,0.008853668,ZNF737,455.3556151,515.1219294,258.1311326,414.0166438,626.0368935,287.451837,175.7363189,259.0522139,238.6535272,205.3884338
ENSG00000244041,59.54668981,0.953257299,0.361901537,2.634023903,0.008437955,0.045219708,LINC01011,91.45620176,61.81463153,107.6970951,72.70536183,53.08903171,60.12064564,18.49855989,25.29806776,45.85482619,58.93247674
ENSG00000267270,91.84353414,0.953606675,0.367253758,2.596587926,0.00941548,0.048770716,PARD6G-AS1,111.6728358,105.3138167,215.3941901,82.80332876,90.32030071,126.8169869,54.33951967,52.61998094,40.64405048,38.51033133
ENSG00000285336,282.7240677,0.953672786,0.317775717,3.001087669,0.002690171,0.020727319,LOC101928882,274.3686053,519.700791,393.1798708,424.1146107,263.3767547,151.2409992,104.0543994,273.2191318,191.7565459,232.2289677
ENSG00000146205,76.22055867,0.953736139,0.364728247,2.614922608,0.008924768,0.047029754,ANO7,89.53080804,169.417879,129.9203051,63.61719161,60.6731791,52.60556494,72.83807956,52.61998094,26.05387852,44.92871989
ENSG00000198939,75.33055562,0.954687365,0.323533703,2.950812721,0.00316939,0.023185159,ZFP2,95.3069892,129.35284,78.63597416,90.88170229,98.59391604,84.54465794,25.43551985,54.64382636,46.89698133,49.01314897
ENSG00000136114,225.3048728,0.955573692,0.325533782,2.935405617,0.003331119,0.024010456,THSD1,330.2050232,272.4422649,350.4429283,283.7528705,245.4505882,254.5733589,86.71199948,202.3845421,120.8899963,106.1951561
ENSG00000182359,130.7568467,0.955688255,0.351298855,2.720442271,0.006519465,0.037790597,KBTBD3,157.8822851,136.2211324,126.5013497,182.7732013,261.9978189,72.33265179,46.24639972,171.0149381,80.24594583,72.35274372
ENSG00000188234,234.4492855,0.958927398,0.295446028,3.245693995,0.001171647,0.011759865,AGAP4,255.1146681,502.53006,418.8220363,207.0083219,197.1878321,220.7554957,145.6761591,167.9791699,120.8899963,108.5291156
ENSG00000037042,349.4674445,0.959609102,0.340703713,2.816550174,0.004854246,0.031045929,TUBG2,493.8634895,678.8162314,603.4456278,257.4981565,307.5027032,273.3610607,245.1059185,329.8868036,145.9017197,159.2927342
ENSG00000198169,616.2735182,0.960849349,0.293588485,3.272776003,0.001064968,0.011069284,ZNF251,684.4774679,1014.217843,1196.634389,551.3489939,673.6101816,561.7522827,286.7276783,571.7363314,314.7308525,307.4991608
ENSG00000182168,369.6302223,0.961120832,0.318261194,3.0199121,0.002528481,0.019850936,UNC5C,599.7601442,494.5170522,324.8007629,608.9074054,411.6123628,406.7537432,165.330879,217.5633827,280.3397328,186.716758
ENSG00000141519,133.5502277,0.963846642,0.361855558,2.663622601,0.007730424,0.042485975,CCDC40,125.1505919,241.5349491,282.0638204,137.3323501,111.693807,85.48404302,101.7420794,119.4068798,84.41456639,46.6791895
ENSG00000160796,1068.586312,0.967462198,0.241603591,4.004336989,6.22E-05,0.001652347,NBEAL2,997.3539476,1976.923493,2235.996831,847.2194247,961.1183144,1496.440445,371.1273578,438.1625336,567.9745516,793.5462214
ENSG00000167615,5516.68184,0.967633131,0.293478168,3.29712134,0.000976813,0.010384415,LENG8,5122.509995,10282.97843,11875.74158,4055.343516,6011.471007,5694.552404,2866.120623,3856.437449,2939.919652,2461.743756
ENSG00000131849,158.0650239,0.968301753,0.351063706,2.758193845,0.005812172,0.034966872,ZNF132,169.4346475,315.94145,200.0088908,188.8319814,172.3669861,181.301322,42.77791974,105.2399619,127.1429272,77.60415254
ENSG00000156475,193.4922269,0.968666064,0.343273785,2.821846894,0.004774797,0.030742265,PPP2R2B,267.6297273,236.9560875,398.3083039,172.6752344,208.9087871,181.301322,80.93119951,196.3130058,68.78223928,123.1163623
ENSG00000196263,499.3983958,0.96936691,0.25828911,3.753030515,0.00017471,0.003283791,ZNF471,543.9237263,731.4731397,794.9071301,498.8395659,712.2203865,451.8442274,169.955519,370.363712,274.086802,446.3697496
ENSG00000261879,117.5384259,0.971478518,0.321117061,3.025309566,0.002483788,0.019567048,ZNF594-DT,106.8593515,251.8373877,99.14970655,146.4205204,168.2301784,106.150515,47.40255971,79.94189412,66.697929,102.6942169
ENSG00000288598,161.6047768,0.972475367,0.367738845,2.644472781,0.008181829,0.044232919,LOC105370174,163.6584663,272.4422649,259.8406103,157.528284,208.9087871,70.45388161,129.4899192,205.4203102,77.1194804,71.18576398
ENSG00000169302,342.0966631,0.972807236,0.277384588,3.507070245,0.00045307,0.006232581,STK32A,408.1834689,588.3837149,550.4518191,334.2427051,392.9967283,265.84598,101.7420794,263.0999047,241.7799926,274.2402383
ENSG00000102878,155.4770927,0.973373174,0.367179682,2.650945086,0.008026689,0.043631583,HSF4,163.6584663,460.1755903,121.3729166,147.4303171,153.0618836,128.6957571,98.27359941,109.2876527,91.70965237,81.10509175
ENSG00000173421,166.8343502,0.974645146,0.288632386,3.376769874,0.000733424,0.008527053,IHO1,188.6885847,291.9024267,280.3543427,166.6164542,187.5352809,109.9080553,60.12031964,152.8003293,112.5527552,117.8649535
ENSG00000163239,166.3847612,0.97504684,0.360833786,2.702204942,0.006888129,0.03919888,TDRD10,183.8751004,219.7853565,377.7945715,160.5576741,170.2985823,195.3920983,126.0214392,57.67959449,109.4262898,63.01690582
ENSG00000177427,151.8016689,0.977017993,0.318066306,3.071743136,0.002128128,0.017755244,MIEF2,177.1362224,257.5609647,225.6510563,165.6066575,183.3984732,92.05973864,62.43263962,175.0626289,92.75180751,86.35650057
ENSG00000091536,203.2464648,0.9771094,0.283279761,3.449273596,0.000562097,0.007150689,MYO15A,254.1519712,339.9804734,348.7334506,126.2245865,287.5081328,138.089608,102.8982394,150.7764838,127.1429272,156.9587747
ENSG00000247708,280.6597522,0.977499825,0.330417511,2.958377782,0.003092629,0.022791411,STX18-AS1,398.5565003,438.4259977,454.721068,265.57653,293.0238763,364.4814142,93.64895943,213.5156919,146.9438748,137.703609
ENSG00000101049,42.59416623,0.977713176,0.364378215,2.683237186,0.007291326,0.040840741,SGK2,51.98563047,91.57723189,52.99380868,33.32329084,53.77849966,36.63601844,18.49855989,39.4649857,20.84310281,26.84053396
ENSG00000140398,986.3884569,0.978139918,0.313520163,3.119862875,0.001809352,0.015915254,NEIL1,1015.645188,1943.726747,2039.406895,727.0536183,979.7339489,946.9001689,641.6687961,715.4293562,452.295331,402.0245195
ENSG00000138772,77.36678615,0.978202748,0.304786608,3.209467614,0.00132981,0.012891592,ANXA3,76.05305199,72.11707012,114.5350058,125.2147898,125.4831659,52.60556494,36.99711978,52.61998094,52.10775703,65.93435516
ENSG00000249464,152.0289238,0.978505581,0.352800233,2.773540065,0.005545001,0.033934815,LINC01091,359.085929,220.9300719,71.79806337,166.6164542,196.4983641,97.69604917,124.8652792,97.1445802,106.2998243,79.35462214
ENSG00000185730,190.8853668,0.978752461,0.338624658,2.890375637,0.003847817,0.026594815,ZNF696,180.9870098,295.3365729,444.4642018,165.6066575,197.1878321,233.906887,138.7391992,82.97766225,93.79396265,75.85368293
ENSG00000183833,95.29981486,0.979097993,0.355887845,2.751141985,0.00593879,0.035428321,CFAP91,113.5982296,105.3138167,157.2719483,75.73475191,180.6406014,62.93880091,35.84095978,98.15650291,55.23422245,68.26831464
ENSG00000114626,1237.73754,0.979525948,0.276700596,3.540021101,0.000400095,0.005745103,ABTB1,1445.970685,2400.468191,1960.770921,1035.041609,1456.156298,1020.172206,678.6659159,1114.126904,605.4921367,660.5105314
ENSG00000130173,70.36756393,0.981495506,0.334285903,2.936096014,0.003323714,0.023996106,ANGPTL8,71.23956769,176.2861714,97.44022886,64.6269883,65.49945471,61.99941582,45.09023973,46.54844468,41.68620562,33.25892252
ENSG00000160753,1029.616331,0.982367536,0.322685823,3.044346749,0.002331862,0.018797406,RUSC1,1029.122944,2081.092595,2355.66027,695.7499209,915.6134301,852.022275,591.9539164,828.7646998,479.3913647,466.791895
ENSG00000010295,1071.811808,0.982867157,0.2550384,3.853800662,0.000116298,0.002497732,IFFO1,1107.10139,2255.089335,1830.850616,1040.090593,996.2811796,988.2331128,460.1516772,794.3593276,631.5460152,614.4148317
ENSG00000143603,634.4275179,0.984568872,0.266863336,3.689412293,0.000224773,0.003902431,KCNN3,942.4802266,866.5495568,825.6777287,623.0445591,953.534167,402.0568177,469.4009572,609.1774716,267.8338711,384.5198235
ENSG00000258405,70.77222961,0.98486697,0.355164224,2.772990357,0.005554377,0.033985215,ZNF578,73.16496141,100.7349551,119.6634389,66.64658168,110.3148711,65.75695617,70.52575957,29.3457586,40.64405048,30.92496304
ENSG00000153558,489.96623,0.988604114,0.268100708,3.687435675,0.000226525,0.003928284,FBXL2,580.506207,721.1707012,557.2897299,681.6127672,704.6362391,518.5405687,230.0758386,368.3398666,272.0024917,265.4878903
ENSG00000262155,139.4187376,0.988843804,0.326456699,3.029019792,0.002453486,0.019420717,LINC02175,235.8607309,154.5365788,174.3667253,143.3911303,219.2508063,126.8169869,72.83807956,133.5737978,83.37241125,50.18012871
ENSG00000232490,68.46438348,0.989392631,0.346843708,2.852560411,0.004336857,0.028825352,OSBPL10-AS1,74.12765827,89.28780109,153.8529929,74.72495522,68.25732649,51.66617985,24.27935985,41.48883113,66.697929,40.26080094
ENSG00000179314,76.65510184,0.989560133,0.356575441,2.775177473,0.005517159,0.033846766,WSCD1,103.0085641,82.4195087,75.21701877,125.2147898,119.2779544,92.05973864,27.74783983,48.5722901,41.68620562,51.34710845
ENSG00000163945,1681.566848,0.989863372,0.289934614,3.414091748,0.00063995,0.007792858,UVSSA,1736.705137,2841.183619,2618.919835,1211.756031,2827.50804,1449.471191,1062.511034,1327.642596,852.482905,887.4880903
ENSG00000196912,960.2796205,0.990174454,0.26871733,3.684817994,0.000228866,0.003950492,ANKRD36B,935.7413485,1730.809683,1266.722975,1117.844938,1352.046639,681.993574,359.5657578,838.8839269,624.2509292,694.9364336
ENSG00000171962,255.4978054,0.99150757,0.288285935,3.439319959,0.000583178,0.007319799,DRC3,266.6670304,507.1089216,482.0727112,196.910355,277.8555816,219.8161106,160.706239,198.3368512,108.3841346,137.1201191
ENSG00000119227,149.4188964,0.991615383,0.293545682,3.378061554,0.000729987,0.008500361,PIGZ,150.1807103,320.5203116,285.4827758,134.3029601,126.8621018,121.1806764,119.0844793,82.97766225,71.9087047,81.68858162
ENSG00000285943,67.4296688,0.99200458,0.35101346,2.8261155,0.004711627,0.03050333,SPICE1,73.16496141,157.970725,66.66963027,83.81312545,68.94679443,58.24187547,33.5286398,61.72728533,32.30680936,37.92684147
ENSG00000214021,765.1130543,0.9931992,0.278691047,3.563800173,0.000365524,0.005402912,TTLL3,768.2320948,1227.134907,1545.36784,750.2789423,843.2192959,796.5985548,356.0972778,624.3563123,316.8151627,423.0301548
ENSG00000254876,92.50276637,0.995250898,0.356626125,2.790740298,0.005258765,0.032809498,SUGT1P4-STRA6LP,152.106104,90.43251649,164.1098591,115.1168229,94.45710838,86.42342811,34.68479979,83.98958496,64.61361872,39.0938212
ENSG00000162552,82.34510556,0.996417481,0.385314283,2.585986361,0.009710077,0.049769155,WNT4,95.3069892,145.3788556,119.6634389,66.64658168,118.5884864,50.72679476,102.8982394,42.50075384,53.14991217,28.59100357
ENSG00000070371,458.3224266,0.997007575,0.266247958,3.744658109,0.00018064,0.003365541,CLTCL1,478.4603397,817.3267946,1001.753932,379.6835562,440.5700164,402.9962028,289.0399983,301.5529677,235.5270618,236.3133968
ENSG00000149292,362.2338918,0.997280036,0.235966008,4.226371598,2.37E-05,0.000856343,TTC12,534.2967577,575.7918455,417.1125586,407.9578636,471.5960739,313.7546194,163.018559,218.5753054,269.9181814,250.3171537
ENSG00000135362,374.2744154,0.997948846,0.273414151,3.649953169,0.000262288,0.00433175,PRR5L,704.694102,542.595099,343.6050175,448.3497313,455.7383112,292.1487624,164.174719,279.2906681,259.49663,252.6511131
ENSG00000185614,59.19872878,0.998311157,0.38222188,2.611862927,0.009005035,0.047293886,INKA1,45.24675245,90.43251649,109.4065727,70.68576845,79.97828154,59.18126055,18.49855989,59.70343991,25.01172337,33.84241238
ENSG00000162461,70.74120931,0.998455251,0.384118003,2.599345103,0.009340182,0.048460142,SLC25A34,72.20226455,141.9447094,191.4615023,52.50942799,34.47339722,71.3932667,41.62175975,34.40537215,36.47542992,30.92496304
ENSG00000081148,74.19342729,0.998668585,0.288914139,3.456627594,0.00054698,0.007034288,IMPG2,115.5236233,108.7479629,123.0823943,70.68576845,77.90987771,55.4237202,35.84095978,61.72728533,46.89698133,46.09569963
ENSG00000143127,6586.074899,0.999087699,0.379635693,2.631701176,0.008495855,0.045403629,ITGA10,7224.077242,15979.08225,7870.435327,5379.186979,7604.831426,3018.244288,4711.351972,7926.39059,3117.086026,3030.062888
ENSG00000178021,49.96932389,1.000287677,0.343183153,2.914734216,0.003559916,0.025266926,TSPYL6,80.86653629,72.11707012,75.21701877,48.47024122,53.77849966,49.78740967,27.74783983,37.44114028,14.59017197,39.67731107
ENSG00000168067,261.4701691,1.000291622,0.272871111,3.665802573,0.000246564,0.004168796,MAP4K2,302.2868142,473.912175,564.1276407,216.0964921,222.698146,216.9979554,172.267839,122.442648,175.0820636,148.7899165
ENSG00000058453,566.4530459,1.000745081,0.369323964,2.709667337,0.006735072,0.038610096,CROCC,360.0486259,1380.526771,1198.343867,404.9284736,600.5265795,447.147302,442.8092773,366.3160212,253.2436992,210.6398426
ENSG00000083067,488.0814338,1.000959527,0.276156373,3.624611358,0.000289396,0.004658155,TRPM3,683.5147711,970.7186581,594.8982393,525.0942799,493.6590481,325.9666256,305.2262382,446.2579153,215.7261141,319.752448
ENSG00000165716,249.3758512,1.001621971,0.358268824,2.795727411,0.005178306,0.032484278,DIPK1B,244.5250026,233.5219413,723.1090668,219.1258822,264.7556906,270.5429054,124.8652792,182.1460879,106.2998243,124.8668319
ENSG00000162241,358.4582731,1.001887081,0.380465841,2.633316772,0.008455544,0.045269357,SLC25A45,340.7946887,676.5268006,755.5891431,324.1447382,341.2866324,225.4524212,280.9468783,374.4114028,127.1429272,138.2870989
ENSG00000213693,120.4380641,1.002488445,0.322933038,3.104322963,0.00190715,0.016445516,SEC14L1P1,160.7703757,248.4032415,126.5013497,111.0776361,157.1986913,121.1806764,69.36959958,80.95381683,78.16163555,50.76361858
ENSG00000229240,225.08239,1.003119831,0.328181933,3.056596756,0.002238652,0.018371065,LINC00710,355.2351416,223.2195027,348.7334506,203.9789318,366.7969464,184.1194773,129.4899192,211.4918465,154.2389608,73.51972346
ENSG00000241288,357.1538026,1.003174072,0.294068222,3.411365106,0.000646385,0.007855169,LINC02614,523.7070922,500.2406292,471.815845,345.3504687,529.5113813,325.0272405,107.5228794,247.921064,258.4544749,261.986951
ENSG00000230397,84.87612701,1.003696773,0.388208072,2.585460854,0.009724892,0.049825121,SPTLC1P1,114.5609264,146.523571,63.25067487,112.0874328,126.8621018,100.5142044,27.74783983,53.63190365,65.65577386,37.92684147
ENSG00000163064,186.3511441,1.004849746,0.296705261,3.386693392,0.000707404,0.008325193,EN1,279.1820896,396.0715279,174.3667253,155.5086906,240.6243126,120.2412913,116.7721593,140.6572567,114.6370655,125.4503218
ENSG00000215808,692.6369927,1.006911576,0.357441339,2.816998105,0.004847481,0.031022631,LINC01139,1163.900505,935.2324807,523.100176,854.2880016,1173.474441,347.5724826,198.8595188,746.7989603,438.7473142,544.3960475
ENSG00000204681,2206.096316,1.006987735,0.310558749,3.24250319,0.001184846,0.011864382,GABBR1,2457.765085,4297.261607,4278.822681,1874.182661,2032.5515,2395.431975,715.6630357,1783.007816,1103.642294,1122.634507
ENSG00000171817,126.6615381,1.00767938,0.315254321,3.196401487,0.001391533,0.013269869,ZNF540,151.1434071,132.7869862,174.3667253,143.3911303,244.7611202,90.18096846,55.49567966,132.5618751,71.9087047,70.01878424
ENSG00000183569,122.2937609,1.007929308,0.306125886,3.292532102,0.000992896,0.010510731,SERHL2,129.9640762,159.1154404,213.6847124,193.8809649,121.3463582,102.3929746,110.9913593,75.89420328,57.31853273,58.34898687
ENSG00000178301,75.13366492,1.009889908,0.326510767,3.092975819,0.001981603,0.016898578,AQP11,119.3744107,119.0504015,92.31179576,77.7543453,91.6992366,82.66588776,53.18335968,40.47690842,42.72836076,32.09194278
ENSG00000160229,214.3888863,1.010115231,0.330614575,3.055265275,0.002248615,0.018396755,ZNF66,206.0171282,312.5073038,411.9841255,240.3316127,254.4136715,298.724458,98.27359941,136.6095659,96.92042808,88.10697017
ENSG00000248890,52.46274784,1.010202034,0.314862653,3.208389511,0.001334806,0.012926145,HHIP-AS1,98.19507978,38.92032355,64.96015257,68.66617507,82.04668538,35.69663335,34.68479979,29.3457586,45.85482619,26.25704409
ENSG00000088899,124.6443501,1.01215494,0.358462841,2.823597939,0.004748791,0.030656834,LZTS3,136.7029542,278.1658419,174.3667253,73.71515853,177.8827296,58.24187547,95.96127942,104.2280392,71.9087047,75.27019306
ENSG00000007384,966.0397481,1.012426448,0.33077322,3.06078723,0.002207559,0.018178822,RHBDF1,979.0627073,2572.175501,1572.719483,730.0830084,816.3300461,812.5681013,534.1459168,781.2043324,426.2414525,435.8669319
ENSG00000259866,37.7407848,1.01495036,0.389077711,2.608605766,0.009091191,0.047620526,LOC100420642,64.50068966,72.11707012,37.60850938,43.42125776,34.47339722,35.69663335,15.03007991,28.33383589,28.1381888,18.08818593
ENSG00000223797,105.9066535,1.01519439,0.267780715,3.791140787,0.000149957,0.00296237,ENTPD3-AS1,146.3299228,129.35284,213.6847124,102.9992626,115.8306146,92.05973864,47.40255971,72.85843515,56.27637759,82.27207149
ENSG00000164050,1105.288422,1.015778007,0.280805135,3.617376891,0.000297604,0.004749798,PLXNB1,1003.130129,2450.835669,2302.666461,852.2684082,1000.417987,1093.444243,598.8908764,738.7035786,441.8737796,570.6530916
ENSG00000281005,238.9486586,1.016861103,0.294384726,3.454191109,0.000551946,0.007055537,LINC00921,299.3987237,365.1642122,400.0177816,186.812388,350.2497157,169.0893159,174.5801589,201.3726194,140.690944,102.110727
ENSG00000104936,914.9715438,1.017192206,0.380131661,2.675894461,0.007453011,0.041457413,DMPK,794.22491,2213.879581,2172.746156,594.7702517,675.6785855,837.9314986,680.9782359,557.5694134,307.4357665,314.5010392
ENSG00000198429,184.0984311,1.018614268,0.333731982,3.052192542,0.002271763,0.018478153,ZNF69,188.6885847,364.0194968,300.8680751,210.037712,182.7090053,164.3923904,61.27647963,165.9553245,121.9321515,81.10509175
ENSG00000052850,118.4803986,1.020724599,0.288487503,3.538193472,0.000402875,0.00576969,ALX4,83.75462688,179.7203176,242.7458333,120.1658064,168.2301784,88.30219829,67.05727959,72.85843515,45.85482619,116.1144839
ENSG00000221970,72.95226048,1.021325406,0.343494213,2.973340942,0.00294577,0.022072513,OR2A1,103.0085641,106.4585321,51.28433098,80.78373537,148.925076,37.57540353,40.46559976,40.47690842,60.44499815,60.09945648
ENSG00000196605,368.4770261,1.021795787,0.257611641,3.966419307,7.30E-05,0.00182769,ZNF846,495.7888832,571.2129839,473.5253227,524.0844832,390.2388565,392.6629669,167.643199,255.004523,196.9673216,217.641721
ENSG00000163701,92.98801262,1.022372802,0.344950289,2.963826486,0.003038396,0.022536594,IL17RE,95.3069892,188.8780408,94.02127346,93.91109237,146.8566721,104.2717448,32.3724798,64.76305346,55.23422245,54.26455779
ENSG00000204172,479.9263227,1.02511403,0.327214547,3.132849808,0.00173118,0.015445094,AGAP9,689.2909522,1125.255237,779.5218308,320.1055514,359.9022669,415.208209,154.9254391,350.1252578,288.6769739,316.2515088
ENSG00000196167,114.0101141,1.025226607,0.393737473,2.603832951,0.009218768,0.048087849,COLCA1,87.60541432,176.2861714,297.4491197,111.0776361,112.3832749,87.3628132,53.18335968,117.3830344,54.19206731,43.17825028
ENSG00000106976,5228.754568,1.027373744,0.340610933,3.01626767,0.002559072,0.020014905,DNM1,5368.960392,13528.24658,7461.870157,4492.585483,4935.211546,2947.790407,3593.345258,4810.680565,2780.469915,2368.385377
