,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,1484,1506,1510,1585,1589,1615,CSA-3-S-055,CSA-3-S-090,CSA-3-S-30,CSA-3-S-31
ENSG00000196636,91.58497304,-1.224560621,0.397788488,-3.07842147,0.002081004,0.017435278,SDHAF3,44.28405559,42.35446975,13.67582159,102.9992626,85.4940251,57.30249038,147.9884791,150.7764838,134.4380131,136.5366293
ENSG00000248429,843.7294848,-1.224472389,0.313330198,-3.907929711,9.31E-05,0.002134424,GASK1B-AS1,514.0801236,433.8471361,444.4642018,847.2194247,298.5396199,1085.929162,1228.998073,800.4308639,1651.815898,1131.970345
ENSG00000158042,299.2034367,-1.224257188,0.294938895,-4.150884155,3.31E-05,0.001081366,MRPL17,192.5393721,153.3918634,99.14970655,241.3414094,229.5928255,284.6336817,463.6201572,305.6006585,492.9393815,529.2253109
ENSG00000040275,153.6832714,-1.224144743,0.333930028,-3.665872011,0.000246497,0.004168796,SPDL1,101.0831704,59.52520073,70.08858567,110.0678394,129.6199735,170.968086,142.2076791,155.8360974,336.6161104,260.8199713
ENSG00000180964,516.4801844,-1.223961873,0.413676059,-2.958744765,0.003088948,0.022769918,TCEAL8,283.9955739,187.7333254,129.9203051,570.5351311,490.2117084,281.8155265,373.4396777,916.8019756,1026.522813,903.8258066
ENSG00000143256,92.20275208,-1.223256479,0.339544218,-3.60264264,0.000314998,0.004926602,PFDN2,35.61978384,45.78861595,37.60850938,86.84251552,73.0836021,70.45388161,161.862399,134.5857205,125.0586169,151.123876
ENSG00000072506,342.7189066,-1.22306443,0.1987089,-6.155056104,7.51E-10,4.30E-07,HSD17B10,216.6067936,200.3251948,193.17098,234.2728326,183.3984732,437.7534511,495.992637,420.9598475,475.2227441,569.4861119
ENSG00000265681,84.05541405,-1.222735401,0.338066194,-3.616852032,0.000298208,0.00475124,RPL17,55.83641792,58.38048533,23.93268779,50.48983461,61.36264705,97.69604917,97.11743941,118.3949571,95.87827294,181.4653492
ENSG00000112335,1656.013531,-1.222479988,0.369586707,-3.307694691,0.000940673,0.010108674,SNX3,1167.751292,726.8942781,319.6723298,1808.545876,1315.504838,1276.624335,2027.904628,2211.051122,2648.116212,3058.070402
ENSG00000107815,171.2489461,-1.222479341,0.369168315,-3.311441669,0.000928166,0.010003118,TWNK,95.3069892,103.0243859,102.568662,118.146213,90.32030071,191.634558,504.085757,128.5141842,183.4193047,195.469106
ENSG00000134248,665.1957559,-1.222271929,0.324171034,-3.770453867,0.000162951,0.003142023,LAMTOR5,278.2193927,291.9024267,333.3481513,630.1131359,474.3539457,407.6931283,920.3033544,1034.18501,1131.780483,1150.058531
ENSG00000166128,1090.999532,-1.222225925,0.447971322,-2.72835752,0.006365058,0.037160418,RAB8B,867.3898714,478.4910366,164.1098591,1144.099652,901.1346033,943.1426285,694.8521558,1362.047968,2166.640537,2188.087008
ENSG00000198356,368.1864312,-1.221870928,0.347556776,-3.515600939,0.00043876,0.00612333,GET3,184.8377972,130.4975554,176.076203,405.9382702,235.108569,320.3303151,544.5513567,398.6975479,532.5412768,753.2854205
ENSG00000136379,84.58306228,-1.221670986,0.460156328,-2.654904237,0.007933093,0.043256903,ABHD17C,67.38878024,21.74959257,99.14970655,41.40166438,23.44191011,118.3625211,135.2707192,46.54844468,110.4684449,182.048839
ENSG00000141076,488.8257139,-1.221582519,0.27096668,-4.508238874,6.54E-06,0.000351736,UTP4,274.3686053,258.7056801,237.6174002,397.8598967,303.3658955,551.4190468,1090.258873,497.8659735,598.1970507,678.5987173
ENSG00000127870,689.1292361,-1.221464366,0.31194501,-3.915640018,9.02E-05,0.00208843,RNF6,405.2953783,333.112181,188.0425469,695.7499209,523.3061698,535.4495003,1050.949434,921.8615892,1082.799191,1154.72645
ENSG00000107249,1345.113406,-1.221446708,0.264553245,-4.617016534,3.89E-06,0.000242285,GLIS3,815.404241,790.9983405,523.100176,1140.060465,798.4038795,1499.258601,2671.885744,1390.381804,1823.771496,1997.86931
ENSG00000000938,299.6141284,-1.221407231,0.422051557,-2.893976367,0.003803968,0.026410288,FGR,160.7703757,350.282912,123.0823943,147.4303171,134.4462491,279.9367563,647.4495961,145.7168703,443.9580899,563.0677233
ENSG00000225630,578.977934,-1.221053637,0.465948672,-2.620575422,0.008778151,0.04651203,MTND2P28,676.775893,303.3495806,94.02127346,140.3617402,608.1107269,926.2336969,694.8521558,875.3131445,581.5225685,889.2385599
ENSG00000163902,2814.904421,-1.220842734,0.292636157,-4.171879326,3.02E-05,0.00100733,RPN1,1769.43683,1610.614566,876.9620597,2645.667333,1710.56997,2807.822029,4365.660134,3092.435803,4433.327968,4836.547522
ENSG00000138018,723.3157624,-1.220675576,0.260745616,-4.681480729,2.85E-06,0.000194589,SELENOI,492.9007926,412.0975435,331.6386736,504.8983461,432.2964011,667.9027977,1415.139831,698.2266702,1182.846085,1095.210484
ENSG00000111348,1085.415448,-1.220649118,0.438474066,-2.783857045,0.00537167,0.033228781,ARHGDIB,751.8662482,397.2162433,446.1736795,987.5811649,556.4006311,1381.835465,795.4380752,614.2370852,1671.616846,3251.789038
ENSG00000088832,3100.308821,-1.220508822,0.33970997,-3.592796587,0.000327148,0.005060862,FKBP1A,2179.545692,1294.673116,1389.805369,2827.430738,1671.959765,4155.83963,3681.213418,2180.693441,5076.33769,6545.589347
ENSG00000189266,1680.049153,-1.220003074,0.325466954,-3.748469875,0.000177917,0.003321038,PNRC2,1113.840268,756.6568785,447.8831572,1596.48857,1351.357171,989.1724978,2322.725426,2832.371666,2535.563457,2854.432438
ENSG00000135763,303.0917735,-1.21996368,0.350480218,-3.480834627,0.000499854,0.006646141,URB2,171.3600412,201.4699102,198.2994131,169.6458443,166.1617746,372.93588,856.7145548,244.8852959,311.604387,337.840634
ENSG00000100744,180.4901416,-1.219524131,0.340589956,-3.580622705,0.000342776,0.005198215,GSKIP,136.7029542,68.68292392,63.25067487,193.8809649,102.7307237,164.3923904,180.3609589,246.9091413,333.489645,314.5010392
ENSG00000165195,374.6581051,-1.218739116,0.333567731,-3.653648129,0.000258541,0.004296038,PIGA,240.6742152,140.799994,261.550088,217.1062888,269.5819662,240.4825826,464.7763172,481.6752101,669.0636003,760.8707888
ENSG00000077585,528.8547556,-1.218462901,0.394363535,-3.089694638,0.002003624,0.017012903,GPR137B,408.1834689,243.8243799,182.9141138,465.5162751,337.8392927,424.6020599,527.2089568,367.3279439,1275.597892,1055.533172
ENSG00000138182,265.9221538,-1.218433976,0.403580149,-3.019063201,0.002535576,0.019890929,KIF20B,182.9124035,104.1691013,92.31179576,234.2728326,217.8718704,157.8166948,220.8265587,265.1237501,701.3704096,482.5461214
ENSG00000139514,1306.786964,-1.218175622,0.290998875,-4.186186703,2.84E-05,0.000959875,SLC7A1,836.5835719,790.9983405,666.6963027,819.954914,790.8197322,984.4755724,3039.544622,1499.669457,1584.075814,2055.051318
ENSG00000197956,4296.728053,-1.2168538,0.357584947,-3.402978259,0.000666556,0.008029954,S100A6,2966.069028,2125.736495,1095.775205,3902.864215,3339.093254,2591.763458,8215.67291,7171.496248,3951.852293,7606.957418
ENSG00000198841,32.53924367,-1.216338397,0.458387296,-2.653516812,0.00796578,0.043387522,KTI12,35.61978384,13.73658478,0,25.2449173,29.64712161,26.30278247,73.99423955,55.65574907,35.43327478,29.7579833
ENSG00000124562,201.0928681,-1.21613671,0.290008921,-4.193445866,2.75E-05,0.000940408,SNRPC,149.2180134,83.5642241,129.9203051,136.3225534,106.8675314,219.8161106,269.3852784,201.3726194,309.5200768,404.9419689
ENSG00000113583,805.670019,-1.215944218,0.334336674,-3.636885555,0.000275954,0.004502574,C5orf15,499.6396707,309.0731576,222.2321009,851.2586115,689.4679443,506.3285625,1252.121272,1033.173087,1329.789959,1363.615823
ENSG00000187840,147.6043471,-1.215913414,0.369130381,-3.293994415,0.000987745,0.010467354,EIF4EBP1,87.60541432,52.65690834,90.60231806,130.2637733,77.90987771,209.4828747,159.550079,97.1445802,246.9907683,323.8368771
ENSG00000175061,3008.18531,-1.215599867,0.330481139,-3.678273046,0.000234819,0.004020001,SNHG29,1518.172949,1122.965806,1114.57946,3052.6154,2641.351695,2122.070914,3675.432618,4336.088814,5033.609329,5464.96611
ENSG00000166797,298.1206769,-1.215142813,0.449845012,-2.701247719,0.006907987,0.039286001,CIAO2A,232.9726403,128.2081246,47.86537558,324.1447382,240.6243126,199.1496387,249.7305585,300.541045,662.8106694,595.1596661
ENSG00000100647,2086.140884,-1.215119262,0.299197493,-4.061261505,4.88E-05,0.001404359,SUSD6,1215.886135,1061.151175,1247.91872,1756.036448,972.1498015,2248.887901,3528.600299,2025.869266,2287.530534,4517.378564
ENSG00000135069,39.59033764,-1.214162306,0.445084179,-2.727938586,0.006373147,0.037174778,PSAT1,26.9555121,17.17073098,10.2568662,34.33308753,34.47339722,34.75724826,93.64895943,22.26229963,62.52930844,59.51596661
ENSG00000173113,618.8115566,-1.211874261,0.30427197,-3.98286527,6.81E-05,0.001746767,TRMT112,432.2508904,282.7447035,182.9141138,598.8094384,445.396292,581.4793696,959.6127942,805.4904775,787.8692863,1111.5482
ENSG00000175354,540.1643878,-1.211459766,0.322897887,-3.751835536,0.000175545,0.003295331,PTPN2,349.4589604,234.6666567,239.3268779,483.6926155,331.6340812,751.5080705,618.5455963,418.9360021,892.0848004,1081.790217
ENSG00000164404,84.57442529,-1.211436584,0.36006526,-3.364491717,0.000766848,0.008795589,GDF9,47.17214617,34.34146196,37.60850938,93.91109237,47.57328816,78.90834741,90.18047945,100.1803483,168.8291328,147.0394469
ENSG00000104904,2661.875336,-1.211343044,0.265172233,-4.568136839,4.92E-06,0.000285943,OAZ1,1822.385157,1342.751163,1182.958568,2202.366586,1574.744785,2331.553789,4067.370855,3050.946972,4154.03039,4889.6451
ENSG00000091140,1298.026841,-1.211152783,0.34502865,-3.510296273,0.000447608,0.006189897,DLD,818.2923315,544.8845298,382.9230046,1318.79448,1047.301807,1422.229023,1328.427832,1259.843774,2586.629059,2270.942569
ENSG00000183199,53.50056614,-1.211137948,0.351915137,-3.441562521,0.000578365,0.007277777,HSP90AB3P,38.50787443,21.74959257,22.22321009,38.3722743,42.74701255,35.69663335,117.9283193,68.81074431,66.697929,82.27207149
ENSG00000143106,492.0874712,-1.210954578,0.264843788,-4.572335212,4.82E-06,0.00028192,PSMA5,295.5479362,186.58861,198.2994131,462.486885,388.8599206,465.9350037,774.6271953,574.7720995,842.0613536,731.6962954
ENSG00000262814,26.1205238,-1.210704464,0.454078436,-2.666289278,0.007669367,0.042282935,MRPL12,14.44045291,14.88130018,27.35164319,11.10776361,13.09989094,18.78770176,38.15327977,22.26229963,52.10775703,49.01314897
ENSG00000156411,320.1669361,-1.209991242,0.348400081,-3.472993575,0.000514688,0.006776873,ATP5MJ,194.4647658,108.7479629,129.9203051,317.0761613,251.6557997,294.9669177,343.3795179,407.8048523,466.885503,686.7675755
ENSG00000221963,1277.126861,-1.209688989,0.383634701,-3.15323141,0.001614737,0.014675404,APOL6,1005.055523,437.2812823,406.8556924,1426.842726,819.0879179,1757.5895,1743.489269,751.8585738,2393.830358,2029.377763
ENSG00000165527,1806.334328,-1.208879334,0.273490503,-4.420187613,9.86E-06,0.000473527,ARF6,1257.2821,913.4828881,529.9380868,1679.291899,1234.14762,1509.591837,2794.438703,2556.116766,2763.795433,2825.257944
ENSG00000164211,282.4208391,-1.208776378,0.368003812,-3.284684394,0.001020967,0.01072033,STARD4,163.6584663,101.8796705,220.5226232,181.7634046,175.8143258,316.5727747,201.1718388,256.0164457,549.2157591,657.593082
ENSG00000154582,568.269166,-1.208552897,0.216123582,-5.591952915,2.25E-08,5.40E-06,ELOC,383.1533505,293.0471421,222.2321009,435.2223743,395.7546001,497.8740967,913.3663945,940.0761979,801.4173031,800.5480999
ENSG00000186352,414.7589698,-1.208500748,0.421264919,-2.868742908,0.004121066,0.027877027,ANKRD37,205.0544313,311.3625884,196.5899354,199.939745,320.6025941,143.7259185,449.7462373,1012.934633,579.4382582,728.1953561
ENSG00000168496,155.8193196,-1.207894116,0.437390404,-2.761592626,0.00575202,0.03477391,FEN1,82.79193001,135.076417,95.73075116,101.9894659,59.98371116,142.7865334,194.2348788,60.71536262,376.2180058,308.6661405
ENSG00000232112,330.2306365,-1.207476172,0.366000198,-3.299113436,0.000969907,0.010329736,TMA7,206.0171282,154.5365788,71.79806337,338.2818919,281.9923892,221.6948808,397.7190376,478.639442,547.1314488,604.495504
ENSG00000269893,381.1982555,-1.20737387,0.271299549,-4.450334967,8.57E-06,0.00043027,SNHG8,158.844982,146.523571,235.9079225,345.3504687,262.6872868,357.9057186,564.2060766,597.0343991,658.6420489,484.8800809
ENSG00000170540,1083.402794,-1.207317767,0.430713797,-2.803062673,0.005061983,0.032003758,ARL6IP1,771.1201854,445.2942901,225.6510563,1090.580428,996.2811796,666.0240275,717.9753557,1282.106074,2706.4769,1932.518445
ENSG00000177156,907.5012096,-1.207248675,0.284275801,-4.246751462,2.17E-05,0.000804174,TALDO1,441.877859,516.2666448,540.194953,708.8772779,535.7165928,954.4152496,1293.743032,762.9897236,1653.900208,1667.030555
ENSG00000145592,3058.331193,-1.207217461,0.364150269,-3.315162895,0.000915897,0.009931939,RPL37,1487.36665,982.165812,959.0169893,3551.454966,2896.454834,1831.800922,3246.49726,5357.118829,5263.925615,5007.510053
ENSG00000102218,418.4408313,-1.207088109,0.344632138,-3.502540759,0.000460843,0.006298825,RP2,281.1074833,178.5756022,153.8529929,364.5366059,324.7394018,236.7250422,430.0915174,624.3563123,814.96532,775.4580355
ENSG00000174574,539.6344582,-1.20687649,0.263502619,-4.580130905,4.65E-06,0.000274846,AKIRIN1,393.743016,216.3512103,299.1585974,461.4770883,276.4766457,535.4495003,1019.733114,630.4278486,747.2252358,816.3023263
ENSG00000167863,634.3429818,-1.20626477,0.274523451,-4.394031783,1.11E-05,0.000518263,ATP5PD,348.4962636,262.1398263,317.9628521,511.9669229,506.0694711,555.1765871,822.029755,782.2162551,1147.41281,1089.959075
ENSG00000239264,126.3977863,-1.206201062,0.345013292,-3.496100268,0.000472111,0.006391297,TXNDC5,62.57529594,101.8796705,71.79806337,74.72495522,70.32573032,163.4530053,328.349438,129.5261069,127.1429272,134.2026698
ENSG00000203865,5759.002433,-1.205696557,0.314272573,-3.836467642,0.000124817,0.002616076,ATP1A1-AS1,3482.074545,2773.645411,2398.397212,4276.488991,4237.469986,3905.963197,16311.10518,7780.67372,5602.626036,6821.580055
ENSG00000135046,12211.58379,-1.204166057,0.390568454,-3.083111413,0.002048484,0.01727449,ANXA1,6058.251344,6547.77208,2594.987147,12412.42094,10210.33079,5345.101152,14568.77207,25708.90838,19557.08337,19112.21065
ENSG00000171421,104.6379966,-1.202478931,0.397994265,-3.021347382,0.002516525,0.019767206,MRPL36,43.32135873,54.94633914,20.51373239,125.2147898,84.80455715,77.02957723,164.174719,141.6691795,162.5762019,172.1295113
ENSG00000126067,555.4163929,-1.201580464,0.296070944,-4.058420756,4.94E-05,0.001414778,PSMB2,378.3398662,309.0731576,205.1373239,423.104814,390.2388565,616.2366178,1135.349113,449.2936834,782.6585106,864.7319854
ENSG00000174547,255.9545544,-1.201235439,0.262559408,-4.575099592,4.76E-06,0.000279318,MRPL11,140.5537417,127.0634093,109.4065727,216.0964921,192.3615565,235.7856571,359.5657578,375.4233256,366.8386095,436.4504218
ENSG00000104805,2547.600836,-1.200329894,0.278485951,-4.310199089,1.63E-05,0.000668597,NUCB1,1487.36665,1477.82758,1348.777905,2062.004845,1362.388658,2852.912513,5140.287329,2234.325345,3215.048609,4295.068924
ENSG00000244509,317.6304734,-1.199786227,0.36312527,-3.304055997,0.000952968,0.010196689,APOBEC3C,330.2050232,141.9447094,99.14970655,185.8025914,243.3821844,247.9976633,453.2147173,302.5648904,517.9511049,654.0921428
ENSG00000166033,9075.893822,-1.199704586,0.412569981,-2.907881431,0.003638863,0.025680516,HTRA1,5101.330665,5036.747754,2184.7125,8771.094068,7360.070306,3680.510775,12091.12121,11956.87875,15530.19591,19046.27629
ENSG00000071082,2685.089296,-1.198004415,0.351421672,-3.409022579,0.000651961,0.007899747,RPL31,1419.977869,952.4032117,962.4359447,2842.577688,2407.622062,1932.315126,2647.606384,4165.073876,4539.627792,4981.253009
ENSG00000175130,148.0531792,-1.197274468,0.458654481,-2.610406127,0.009043479,0.04743326,MARCKSL1,77.97844571,43.49918515,102.568662,147.4303171,59.29424321,230.1493466,135.2707192,63.75113075,240.7378375,379.8519045
ENSG00000104763,1996.888891,-1.196831515,0.451938238,-2.64821919,0.008091704,0.043872991,ASAH1,1585.561729,603.2650151,735.0754107,1976.172127,1552.681811,1205.231068,1211.655673,1869.021246,4774.112699,4456.112127
ENSG00000150867,1258.823614,-1.196633689,0.347159466,-3.446928018,0.000567,0.00718328,PIP4K2A,913.5993207,439.5707131,596.607717,1114.815548,844.5982318,1864.6794,1722.67839,745.7870376,2206.242433,2139.657349
ENSG00000186818,175.5598051,-1.19605976,0.442405267,-2.703538701,0.006860546,0.039111278,LILRB4,100.1204735,49.22276214,184.6235915,138.3421468,57.22583938,200.0890238,154.9254391,115.359189,350.1641272,405.5254587
ENSG00000122565,1147.899216,-1.194821334,0.345921845,-3.45402105,0.000552294,0.007056962,CBX3,737.4257952,557.4763991,358.9903168,1130.972295,823.2247255,844.5071943,1187.376313,1329.666441,2376.113721,2133.23896
ENSG00000198431,973.3168031,-1.194180932,0.250438425,-4.768361449,1.86E-06,0.000144559,TXNRD1,721.0599486,478.4910366,329.9291959,784.6120298,718.425598,980.718032,1486.821751,1059.483078,1792.506842,1381.120519
ENSG00000162924,828.2461959,-1.193308501,0.385816091,-3.09294643,0.001981799,0.016898578,REL,654.6338652,382.3349431,241.0363556,679.5931738,647.4103997,648.1757108,751.5039955,891.5039078,1386.066337,2000.20327
ENSG00000158122,606.0373908,-1.192698583,0.335750161,-3.552339565,0.000381822,0.005571271,PRXL2C,383.1533505,288.4682805,147.0150821,652.3286631,455.0488433,387.0266563,998.922234,908.7065939,843.1035087,996.6006957
ENSG00000254858,59.79877437,-1.192452708,0.407363522,-2.927244694,0.003419797,0.024511698,MPV17L2,41.39596501,59.52520073,20.51373239,28.27430738,31.71552544,104.2717448,124.8652792,38.45306299,81.28810097,67.68482477
ENSG00000147234,98.89453975,-1.192248814,0.345224969,-3.45354166,0.000553277,0.007066488,FRMPD3,58.7245085,96.15609349,63.25067487,56.54861476,32.40499338,98.63543426,163.018559,85.00150767,158.4075814,176.7974302
ENSG00000067334,712.3657443,-1.192087161,0.298338805,-3.995749605,6.45E-05,0.001696772,DNTTIP2,373.5263819,323.9544578,294.0301643,633.142526,565.3637144,409.5718984,1192.000953,1176.866112,1029.649279,1125.551957
ENSG00000168282,626.98849,-1.1920032,0.286203336,-4.164882278,3.12E-05,0.001035252,MGAT2,381.2279568,359.4406352,222.2321009,563.4665542,406.0966192,521.3587239,842.8406349,773.1089507,1151.58143,1048.531294
ENSG00000175567,561.9029046,-1.191174861,0.391726869,-3.040830115,0.002359269,0.018920829,UCP2,444.7659496,296.4812883,244.455311,462.486885,251.6557997,765.5988469,492.524157,310.6602721,1139.075569,1211.324967
ENSG00000151929,977.9490928,-1.190476643,0.402812569,-2.955410867,0.003122529,0.022955016,BAG3,486.1619146,876.8519954,541.9044307,508.9375328,490.9011764,613.4184626,3049.950062,1096.924218,1033.817899,1080.623237
ENSG00000182054,479.2521962,-1.190239482,0.386281918,-3.081271545,0.002061186,0.017317911,IDH2,278.2193927,251.8373877,299.1585974,407.9578636,190.2931526,538.2676555,438.1846374,278.2787454,873.3260078,1236.998522
ENSG00000136522,236.4034092,-1.190194424,0.31592901,-3.767284375,0.000165033,0.00316175,MRPL47,126.1132887,111.0373937,82.05492956,207.0083219,210.287723,160.6348501,369.9711978,286.374127,423.1149871,387.4372728
